Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
132,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,eng Premier League,27-142,1994,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Loïc Bade\114bbdee,fr FRA,DF,Rennes,fr Ligue 1,21-231,2000,5.8,3,3,2,1,0,2,3,66.7,1,20,6,30.0,13,6,1,11,7,0,4,5,8,29,1,Matches
134,Milan Badelj\e8c930bb,hr CRO,MF,Genoa,it Serie A,32-276,1989,10.3,24,16,8,15,1,10,26,38.5,16,144,46,31.9,51,72,21,17,3,0,14,41,65,10,0,Matches
135,Édgar Badía\e4346678,es ESP,GK,Elche,es La Liga,29-289,1992,2.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,1,1,0,0,Matches
136,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,20-247,2001,8.1,19,12,13,6,0,4,10,40.0,6,69,26,37.7,38,27,4,6,4,0,2,24,43,31,0,Matches
137,Youssouph Badji\6a2b9aee,sn SEN,FW,Brest,fr Ligue 1,19-343,2001,1.4,0,0,0,0,0,0,0,,0,35,10,28.6,1,19,15,0,0,0,0,0,0,0,0,Matches
138,Miguel Baeza\a98f3cbf,es ESP,DF,Celta Vigo,es La Liga,21-246,2000,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
139,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,29-184,1992,3.9,4,2,1,3,0,0,5,0.0,5,75,15,20.0,6,32,37,5,0,0,5,1,5,0,0,Matches
140,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,eng Premier League,24-111,1997,4.4,14,9,5,6,3,3,7,42.9,4,52,20,38.5,12,19,21,5,1,0,4,3,17,3,0,Matches
141,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,eng Premier League,27-230,1994,0.5,2,0,1,1,0,0,0,,0,7,3,42.9,5,1,1,1,0,0,1,0,2,3,0,Matches
142,Dénys Bain\5065d67d,fr FRA,DF,Brest,fr Ligue 1,28-149,1993,1.0,2,2,1,1,0,0,0,,0,20,10,50.0,15,5,0,2,0,0,2,1,3,5,0,Matches
143,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,fr Ligue 1,19-340,2001,3.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
144,Nedim Bajrami\f42d6c13,al ALB,MFFW,Empoli,it Serie A,22-273,1999,7.0,14,11,2,5,7,2,2,100.0,0,93,21,22.6,11,43,39,4,1,0,3,3,17,3,0,Matches
145,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Milan,it Serie A,27-103,1994,1.2,2,1,2,0,0,1,2,50.0,1,25,7,28.0,11,12,2,2,0,0,2,2,4,4,0,Matches
146,Mitchel Bakker\a8567629,nl NED,DF,Leverkusen,de Bundesliga,21-161,2000,8.3,16,8,11,4,1,8,19,42.1,11,105,29,27.6,54,35,16,17,0,0,17,21,37,21,1,Matches
147,Ridle Baku\442b56fa,de GER,FWDF,Wolfsburg,de Bundesliga,23-234,1998,10.6,15,8,7,6,2,4,13,30.8,9,177,61,34.5,49,68,60,19,0,0,19,13,28,10,0,Matches
148,Alejandro Balde\5ccc9672,es ESP,FWDF,Barcelona,es La Liga,18-041,2003,1.1,2,2,1,1,0,0,0,,0,22,7,31.8,10,6,6,2,1,0,1,0,2,0,0,Matches
149,Ibrahima Baldé\a30cb0d4,fr FRA,FWMF,Lens,fr Ligue 1,18-315,2003,0.2,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,0,0,0,0,0,0,0,0,Matches
150,Keita Baldé\509a4ccb,sn SEN,FW,Cagliari,it Serie A,26-265,1995,7.0,6,2,1,3,2,1,5,20.0,4,100,20,20.0,11,47,42,5,2,0,3,1,7,4,0,Matches
151,Gareth Bale\a58bb1e1,wls WAL,FW,Real Madrid,es La Liga,32-135,1989,2.1,0,0,0,0,0,0,4,0.0,4,23,7,30.4,4,12,7,2,0,0,2,5,5,1,0,Matches
152,Mikel Balenziaga\1fe67e86,es ESP,DF,Athletic Club,es La Liga,33-272,1988,10.4,24,18,10,12,2,12,24,50.0,12,113,39,34.5,46,50,17,24,1,0,23,21,45,32,0,Matches
153,Leonardo Balerdi\7c3ed041,ar ARG,DF,Marseille,fr Ligue 1,22-306,1999,8.5,9,6,9,0,0,4,15,26.7,11,74,30,40.5,50,21,3,17,5,0,12,27,36,33,0,Matches
154,Iván Balliu\cee88597,al ALB,DF,Rayo Vallecano,es La Liga,29-331,1992,14.0,10,3,4,2,4,4,12,33.3,8,124,34,27.4,55,46,23,11,3,0,8,27,37,23,0,Matches
155,Fodé Ballo-Touré\f449640d,sn SEN,DF,Milan,it Serie A,24-329,1997,3.6,14,8,4,9,1,3,4,75.0,1,61,23,37.7,22,26,13,6,1,1,5,3,17,3,0,Matches
156,Folarin Balogun\31822f8c,eng ENG,FW,Arsenal,eng Premier League,20-148,2001,0.8,0,0,0,0,0,0,0,,0,21,5,23.8,2,2,17,1,0,0,1,0,0,1,0,Matches
157,Jonathan Bamba\b2bd0f6c,fr FRA,MFFW,Lille,fr Ligue 1,25-247,1996,7.7,10,7,4,5,1,2,10,20.0,8,89,24,27.0,24,35,30,13,1,0,12,13,23,2,0,Matches
158,Patrick Bamford\93feac6e,eng ENG,FW,Leeds United,eng Premier League,28-084,1993,4.8,2,1,1,1,0,1,3,33.3,2,92,31,33.7,4,39,49,6,3,0,3,3,5,8,0,Matches
159,Filippo Bandinelli\d44360be,it ITA,MF,Empoli,it Serie A,26-244,1995,7.2,14,5,7,6,1,5,11,45.5,6,138,33,23.9,46,63,29,10,0,0,10,12,26,10,0,Matches
160,Mattia Bani\0821331c,it ITA,DF,Genoa,it Serie A,27-353,1993,2.3,5,0,4,1,0,3,5,60.0,2,37,12,32.4,25,11,1,7,3,0,4,7,12,9,0,Matches
161,Simon Banza\be47b750,fr FRA,FW,Lens,fr Ligue 1,25-107,1996,1.4,3,2,0,1,2,0,2,0.0,2,24,5,20.8,0,12,12,2,0,0,2,0,3,2,0,Matches
162,Shandon Baptiste\2886c9b5,gd GRN,MF,Brentford,eng Premier League,23-234,1998,2.1,3,2,3,0,0,1,2,50.0,1,56,18,32.1,18,25,13,7,0,0,7,4,7,4,0,Matches
163,Antonín Barák\01efac19,cz CZE,FWMF,Hellas Verona,it Serie A,26-360,1994,13.6,13,9,7,5,1,3,12,25.0,9,225,64,28.4,56,113,56,21,4,0,17,6,19,18,0,Matches
164,Barbero\981c1863,es ESP,FWMF,Osasuna,es La Liga,23-103,1998,0.1,1,1,1,0,0,0,0,,0,6,1,16.7,1,3,2,0,0,0,0,0,1,0,0,Matches
165,Melvin Bard\1ddbc7ca,fr FRA,DF,Nice,fr Ligue 1,21-022,2000,13.1,27,19,16,10,1,16,28,57.1,12,147,54,36.7,65,67,15,26,5,0,21,30,57,30,1,Matches
166,Enis Bardhi\cac2537b,mk MKD,MF,Levante,es La Liga,26-149,1995,5.3,9,5,3,6,0,1,7,14.3,6,86,17,19.8,16,54,16,6,0,0,6,8,17,0,0,Matches
167,Keidi Bare\03049c8c,al ALB,MF,Espanyol,es La Liga,24-092,1997,5.2,6,6,2,3,1,2,8,25.0,6,79,23,29.1,30,40,9,11,5,0,6,8,14,7,0,Matches
168,Nicolò Barella\6928979a,it ITA,MF,Inter,it Serie A,24-294,1997,12.9,26,15,7,13,6,7,18,38.9,11,163,52,31.9,46,79,38,14,2,0,12,9,35,9,0,Matches
169,Kike Barja\aad53e64,es ESP,MFFW,Osasuna,es La Liga,24-241,1997,2.2,3,0,2,1,0,3,8,37.5,5,29,8,27.6,5,15,9,3,1,0,2,5,8,0,0,Matches
170,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,eng Premier League,27-358,1993,1.4,1,1,0,1,0,0,1,0.0,1,15,3,20.0,1,9,5,1,0,0,1,2,3,0,0,Matches
171,Aymen Barkok\a2a85828,ma MAR,FWDF,Eint Frankfurt,de Bundesliga,23-191,1998,1.1,4,3,2,2,0,0,1,0.0,1,28,8,28.6,9,12,7,3,0,0,3,3,7,4,0,Matches
172,Ashley Barnes\2691c772,eng ENG,FW,Burnley,eng Premier League,32-029,1989,4.2,6,5,1,4,1,1,2,50.0,1,63,11,17.5,6,31,26,3,1,1,2,3,9,1,0,Matches
173,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,eng Premier League,23-354,1997,7.8,8,4,1,5,2,1,6,16.7,5,74,25,33.8,19,32,23,8,1,0,7,3,11,3,0,Matches
174,Antonio Barragán\487d9b09,es ESP,DF,Elche,es La Liga,34-169,1987,4.6,11,2,9,2,0,4,7,57.1,3,46,11,23.9,24,19,3,10,1,0,9,8,19,10,0,Matches
175,Leandro Barreiro Martins\00242b75,lu LUX,MF,Mainz 05,de Bundesliga,21-329,2000,8.9,34,17,12,15,7,14,26,53.8,12,216,59,27.3,57,116,43,14,3,0,11,19,53,12,0,Matches
176,Ander Barrenetxea\200e89e1,es ESP,FWMF,Real Sociedad,es La Liga,19-336,2001,4.1,13,9,8,5,0,6,13,46.2,7,81,23,28.4,20,33,28,4,0,0,4,6,19,2,0,Matches
177,Jacob Barrett Laursen\c0d3bd23,dk DEN,DF,Arminia,de Bundesliga,27-011,1994,9.7,16,12,10,4,2,5,10,50.0,5,125,44,35.2,48,49,28,19,6,0,13,17,33,21,1,Matches
178,Musa Barrow\e5bf73f3,gm GAM,FWMF,Bologna,it Serie A,23-014,1998,9.4,5,4,0,3,2,3,5,60.0,2,133,32,24.1,23,55,55,5,0,0,5,7,12,1,0,Matches
179,Abdourahmane Barry\8df328f4,fr FRA,DF,Greuther Fürth,de Bundesliga,21-280,2000,1.5,7,3,6,0,1,4,5,80.0,1,29,8,27.6,12,13,4,6,2,0,4,6,13,0,1,Matches
180,Marc Bartra\b742cc0d,es ESP,DF,Betis,es La Liga,30-317,1991,2.1,4,1,3,0,1,2,5,40.0,3,18,5,27.8,14,3,1,8,4,0,4,2,6,16,0,Matches
181,Daniele Baselli\ea06dd97,it ITA,FWMF,Torino,it Serie A,29-261,1992,0.9,1,0,1,0,0,0,1,0.0,1,22,7,31.8,13,7,2,0,0,0,0,3,4,0,0,Matches
182,Toma Bašić\80556f08,hr CRO,MF,Bordeaux,fr Ligue 1,25-003,1996,2.3,5,3,2,2,1,1,7,14.3,6,40,8,20.0,11,17,12,3,1,0,2,3,8,0,0,Matches
183,Toma Bašić\80556f08,hr CRO,MF,Lazio,it Serie A,25-003,1996,1.9,0,0,0,0,0,0,1,0.0,1,30,6,20.0,8,16,6,5,1,0,4,1,1,1,0,Matches
184,Amine Bassi\ced1d98f,fr FRA,MF,Metz,fr Ligue 1,24-001,1997,0.8,1,1,0,1,0,0,0,,0,11,3,27.3,2,6,3,1,0,0,1,1,2,1,0,Matches
185,Álvaro Bastida\42a028c5,es ESP,MF,Cádiz,es La Liga,17-200,2004,1.8,3,1,0,3,0,0,1,0.0,1,31,5,16.1,8,22,1,0,0,0,0,3,6,0,0,Matches
186,Alessandro Bastoni\75b86fb3,it ITA,DF,Inter,it Serie A,22-229,1999,11.6,19,14,12,7,0,5,9,55.6,4,133,51,38.3,59,57,17,15,6,0,9,15,34,35,1,Matches
187,Simone Bastoni\1ac232b8,it ITA,DFMF,Spezia,it Serie A,25-023,1996,11.3,22,13,10,8,4,9,22,40.9,13,176,51,29.0,65,82,29,15,3,0,12,28,50,16,0,Matches
188,Rodrigo Battaglia\d637fc22,ar ARG,MF,Mallorca,es La Liga,30-139,1991,3.5,8,6,3,5,0,2,7,28.6,5,48,14,29.2,16,30,2,6,4,0,2,7,15,9,0,Matches
189,Maximilian Bauer\44a20f0c,de GER,DF,Greuther Fürth,de Bundesliga,21-292,2000,9.5,19,13,14,4,1,8,14,57.1,6,126,52,41.3,72,52,2,13,6,0,7,19,38,60,0,Matches
190,Oliver Baumann\47064058,de GER,GK,Hoffenheim,de Bundesliga,31-179,1990,12.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,1,Matches
191,Timo Baumgartl\bd7d2e6d,de GER,DF,Union Berlin,de Bundesliga,25-269,1996,8.2,23,10,15,8,0,11,16,68.8,5,125,52,41.6,60,58,7,14,3,0,11,15,38,40,0,Matches
192,Julian Baumgartlinger\69374ff5,at AUT,MF,Leverkusen,de Bundesliga,33-330,1988,0.1,1,1,0,1,0,0,0,,0,3,2,66.7,1,2,0,0,0,0,0,0,1,0,0,Matches
193,Christoph Baumgartner\437f2b00,at AUT,MFFW,Hoffenheim,de Bundesliga,22-119,1999,6.2,7,7,5,0,2,1,7,14.3,6,83,25,30.1,21,30,32,6,2,0,4,5,12,7,0,Matches
194,Jon Bautista\debc6b55,es ESP,FWMF,Real Sociedad,es La Liga,26-148,1995,0.5,3,0,0,2,1,0,1,0.0,1,16,2,12.5,0,6,10,1,0,0,1,1,4,1,0,Matches
195,Mohamed Bayo\01870104,gn GUI,FW,Clermont Foot,fr Ligue 1,23-177,1998,11.1,5,5,0,2,3,1,7,14.3,6,96,22,22.9,10,46,40,8,1,0,7,3,8,3,0,Matches
196,Noah Joel Sarenren Bazee\fbbc8e15,ng NGA,DFFW,Augsburg,de Bundesliga,25-099,1996,0.5,2,1,1,0,1,2,2,100.0,0,8,2,25.0,3,3,2,6,1,0,5,1,3,1,0,Matches
197,Bebé\d8712bf9,pt POR,FWMF,Rayo Vallecano,es La Liga,31-139,1990,2.5,2,0,1,0,1,0,1,0.0,1,36,5,13.9,10,12,14,6,0,0,6,2,4,2,0,Matches
198,Ihlas Bebou\a53b661f,tg TOG,FWMF,Hoffenheim,de Bundesliga,27-219,1994,7.5,9,8,4,5,0,2,6,33.3,4,138,30,21.7,24,52,62,9,1,0,8,3,12,10,0,Matches
199,Rodrigo Becão\19e4eab9,br BRA,DF,Udinese,it Serie A,25-313,1996,13.0,37,26,21,13,3,14,26,53.8,12,158,67,42.4,92,55,11,23,9,1,14,12,49,42,1,Matches
200,Mads Bech Sørensen\30db8574,dk DEN,DF,Brentford,eng Premier League,22-325,1999,0.2,1,1,1,0,0,0,0,,0,4,2,50.0,4,0,0,0,0,0,0,0,1,1,0,Matches
201,Sheraldo Becker\8eb55dbb,sr SUR,FW,Union Berlin,de Bundesliga,26-292,1995,3.1,2,0,0,1,1,0,1,0.0,1,38,9,23.7,2,16,20,2,0,0,2,3,5,1,0,Matches
202,Jan Bednarek\4115ce4e,pl POL,DF,Southampton,eng Premier League,25-230,1996,9.0,14,7,9,4,1,5,15,33.3,10,71,22,31.0,38,31,2,13,7,0,6,27,41,55,0,Matches
203,Donny van de Beek\50dc94ce,nl NED,MF,Manchester Utd,eng Premier League,24-224,1997,0.7,3,2,2,1,0,1,1,100.0,0,8,4,50.0,3,5,0,2,1,0,1,1,4,1,0,Matches
204,Asmir Begović\7b4de647,ba BIH,GK,Everton,eng Premier League,34-161,1987,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
205,Valon Behrami\d3d758d8,ch SUI,MF,Genoa,it Serie A,36-223,1985,2.8,6,3,2,3,1,1,5,20.0,4,59,23,39.0,16,31,12,3,0,0,3,5,11,4,1,Matches
206,Kevin Behrens\30ae134d,de GER,FWMF,Union Berlin,de Bundesliga,30-298,1991,2.0,2,2,1,1,0,0,1,0.0,1,40,9,22.5,4,24,12,1,0,0,1,3,5,5,0,Matches
207,Vid Belec\4f8ce0e1,si SVN,GK,Salernitana,it Serie A,31-175,1990,14.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
208,Ishak Belfodil\ff182fdc,dz ALG,FWMF,Hertha BSC,de Bundesliga,29-320,1992,4.1,5,2,3,2,0,1,2,50.0,1,50,9,18.0,10,24,16,2,1,0,1,1,6,3,0,Matches
209,Haris Belkebla\2b1bed19,dz ALG,MF,Brest,fr Ligue 1,27-304,1994,9.1,13,7,7,3,3,4,18,22.2,14,200,63,31.5,66,110,24,13,3,0,10,17,30,9,0,Matches
210,Stefan Bell\857a5abe,de GER,DF,Mainz 05,de Bundesliga,30-096,1991,11.5,23,13,18,5,0,10,28,35.7,18,110,43,39.1,63,43,4,14,8,0,6,14,37,74,1,Matches
211,Armel Bella Kotchap\a39d11bc,de GER,DF,Bochum,de Bundesliga,19-352,2001,5.9,9,6,7,2,0,3,6,50.0,3,68,25,36.8,42,24,2,12,8,0,4,13,22,42,0,Matches
212,Raoul Bellanova\e3756e72,it ITA,DFMF,Cagliari,it Serie A,21-164,2000,5.3,6,1,3,2,1,2,7,28.6,5,47,9,19.1,12,23,12,9,0,0,9,9,15,5,0,Matches
213,Karim Bellarabi\bee0bab1,de GER,FWDF,Leverkusen,de Bundesliga,31-234,1990,2.1,2,1,0,1,1,1,2,50.0,1,35,11,31.4,12,10,13,2,0,0,2,3,5,3,0,Matches
214,Jean-Ricner Bellegarde\10f0fdd3,fr FRA,MF,Strasbourg,fr Ligue 1,23-154,1998,9.4,29,23,10,13,6,7,17,41.2,10,173,62,35.8,64,77,32,19,2,0,17,12,41,10,0,Matches
215,Héctor Bellerín\f874dd44,es ESP,DF,Betis,es La Liga,26-254,1995,7.7,11,7,5,5,1,7,15,46.7,8,84,24,28.6,37,34,13,10,0,0,10,7,18,21,1,Matches
216,Jude Bellingham\57d88cf9,eng ENG,MF,Dortmund,de Bundesliga,18-152,2003,11.6,27,19,7,14,6,7,16,43.8,9,259,93,35.9,60,149,50,27,3,0,24,17,44,12,0,Matches
217,Andrea Belotti\d705ba44,it ITA,FW,Torino,it Serie A,27-343,1993,4.4,1,0,0,0,1,0,3,0.0,3,67,21,31.3,4,26,37,6,3,0,3,7,8,0,0,Matches
218,Fran Beltrán\ed5c5fa3,es ESP,MF,Celta Vigo,es La Liga,22-298,1999,9.4,22,16,7,10,5,8,23,34.8,15,160,61,38.1,50,83,27,10,0,0,10,15,37,14,0,Matches
219,Wissam Ben Yedder\942b4f90,fr FRA,FW,Monaco,fr Ligue 1,31-108,1990,10.0,10,5,1,6,3,5,12,41.7,7,130,42,32.3,11,52,67,5,2,0,3,3,13,1,0,Matches
220,Marco Benassi\0000acda,it ITA,DFMF,Fiorentina,it Serie A,27-081,1994,1.8,3,3,3,0,0,2,2,100.0,0,25,7,28.0,12,8,5,3,0,0,3,4,7,4,1,Matches
221,Darío Benedetto\bef0a7ac,ar ARG,FW,Elche,es La Liga,31-195,1990,6.2,3,1,1,2,0,0,3,0.0,3,70,17,24.3,5,47,18,4,0,0,4,2,5,2,0,Matches
222,Darío Benedetto\bef0a7ac,ar ARG,FWMF,Marseille,fr Ligue 1,31-195,1990,0.6,0,0,0,0,0,0,0,,0,6,2,33.3,0,4,2,1,0,0,1,0,0,0,0,Matches
223,László Bénes\fe888e39,sk SVK,MF,M'Gladbach,de Bundesliga,24-080,1997,0.7,2,2,0,1,1,0,3,0.0,3,17,5,29.4,7,8,2,1,0,0,1,0,2,1,0,Matches
224,Walter Benítez\8a2248b4,ar ARG,GK,Nice,fr Ligue 1,28-254,1993,15.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
225,Loris Benito\f5b6fb78,ch SUI,DF,Bordeaux,fr Ligue 1,29-325,1992,0.7,1,0,1,0,0,0,0,,0,9,2,22.2,6,2,1,2,0,0,2,2,3,1,0,Matches
226,Pedro Benito\a7416105,es ESP,FW,Cádiz,es La Liga,21-246,2000,0.3,0,0,0,0,0,0,1,0.0,1,15,2,13.3,0,10,5,0,0,0,0,0,0,0,0,Matches
227,Ismaël Bennacer\db092d3b,dz ALG,MF,Milan,it Serie A,23-362,1997,5.8,18,12,8,9,1,9,15,60.0,6,120,43,35.8,47,55,18,7,1,0,6,9,27,9,0,Matches
228,Keanan Bennetts\f4c7c708,eng ENG,FWDF,M'Gladbach,de Bundesliga,22-264,1999,0.5,1,0,0,1,0,1,1,100.0,0,10,2,20.0,2,3,5,0,0,0,0,0,1,0,0,Matches
229,Saïd Benrahma\5a04fd92,dz ALG,MFFW,West Ham,eng Premier League,26-110,1995,10.9,17,10,7,7,3,10,21,47.6,11,164,39,23.8,39,91,34,6,0,0,6,4,21,3,0,Matches
230,Ramy Bensebaini\378825c7,dz ALG,DF,M'Gladbach,de Bundesliga,26-226,1995,6.5,14,7,6,7,1,5,15,33.3,10,65,24,36.9,30,27,8,12,3,0,9,24,38,17,0,Matches
231,Rodrigo Bentancur\3b8674e6,uy URU,MF,Juventus,it Serie A,24-176,1997,6.6,14,11,6,6,2,3,12,25.0,9,140,41,29.3,49,67,24,16,3,0,13,18,32,9,0,Matches
232,Christian Benteke\ab070c55,be BEL,FW,Crystal Palace,eng Premier League,30-360,1990,9.6,6,2,2,3,1,1,4,25.0,3,91,24,26.4,8,36,47,6,3,0,3,1,7,22,1,Matches
233,Karim Benzema\70d74ece,fr FRA,FW,Real Madrid,es La Liga,33-344,1987,11.6,6,3,1,4,1,0,5,0.0,5,104,27,26.0,9,30,65,7,0,0,7,2,8,2,0,Matches
234,Domenico Berardi\53a0e358,it ITA,FW,Sassuolo,it Serie A,27-119,1994,10.6,12,7,4,5,3,5,16,31.3,11,158,37,23.4,21,80,57,15,0,0,15,15,27,7,0,Matches
235,Álex Berenguer\dc1c2fce,es ESP,MF,Athletic Club,es La Liga,26-147,1995,9.7,21,13,9,5,7,7,27,25.9,20,253,65,25.7,59,113,81,26,2,0,24,8,29,6,0,Matches
236,Bartosz Bereszyński\61b3978f,pl POL,DF,Sampdoria,it Serie A,29-139,1992,12.1,26,13,14,8,4,10,15,66.7,5,198,57,28.8,74,87,37,27,3,0,24,15,41,21,0,Matches
237,Jóhann Berg Guðmundsson\f72293fc,is ISL,MF,Burnley,eng Premier League,31-032,1990,8.0,8,4,3,4,1,4,8,50.0,4,89,25,28.1,22,37,30,16,2,0,14,9,17,8,0,Matches
238,Mitchell van Bergen\0b2c9aec,nl NED,FWMF,Reims,fr Ligue 1,22-093,1999,5.1,3,2,2,0,1,2,5,40.0,3,88,25,28.4,20,36,32,11,1,0,10,2,5,2,0,Matches
239,Steven Bergwijn\a29b1131,nl NED,FW,Tottenham,eng Premier League,24-051,1997,3.0,2,1,1,1,0,0,2,0.0,2,35,2,5.7,7,17,11,3,0,0,3,2,4,5,0,Matches
240,Valon Berisha\d5575935,xk KVX,MFFW,Reims,fr Ligue 1,28-294,1993,2.5,7,5,0,6,1,1,4,25.0,3,61,18,29.5,4,35,22,2,0,0,2,5,12,3,0,Matches
241,Federico Bernardeschi\ee93c1a9,it ITA,MFFW,Juventus,it Serie A,27-285,1994,5.7,7,6,3,4,0,1,5,20.0,4,101,27,26.7,39,43,19,10,3,0,7,3,10,2,1,Matches
242,Paul Bernardoni\28dabd43,fr FRA,GK,Angers,fr Ligue 1,24-224,1997,12.0,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,0,0,0,2,Matches
243,Juan Bernat\433dc9a2,es ESP,DF,Paris S-G,fr Ligue 1,28-272,1993,2.7,7,6,2,5,0,4,6,66.7,2,36,10,27.8,13,15,8,5,0,0,5,2,9,5,0,Matches
244,Dimitry Bertaud\380a15e2,fr FRA,GK,Montpellier,fr Ligue 1,23-175,1998,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
245,Jason Berthomier\03e91055,fr FRA,MF,Clermont Foot,fr Ligue 1,31-326,1990,10.1,17,13,2,12,3,10,19,52.6,9,152,59,38.8,35,86,31,7,1,0,6,4,21,3,0,Matches
246,Ryan Bertrand\01226327,eng ENG,DF,Leicester City,eng Premier League,32-115,1989,3.7,9,4,1,7,1,4,5,80.0,1,75,25,33.3,40,24,11,11,3,0,8,3,12,7,0,Matches
247,Daniel Bessa\88895312,it ITA,MFFW,Hellas Verona,it Serie A,28-318,1993,2.4,4,3,1,2,1,1,4,25.0,3,44,13,29.5,8,32,4,1,0,0,1,3,7,4,0,Matches
248,Beto\ed5c0319,gw GNB,FW,Udinese,it Serie A,23-301,1998,8.9,8,4,2,3,3,1,3,33.3,2,139,39,28.1,9,59,71,7,0,0,7,4,12,6,0,Matches
249,Louis Beyer\9af1f9ff,de GER,DF,M'Gladbach,de Bundesliga,21-193,2000,6.0,18,6,11,7,0,9,19,47.4,10,72,26,36.1,33,36,3,12,2,0,10,10,28,24,0,Matches
250,Giulian Biancone\de40e38c,fr FRA,DF,Troyes,fr Ligue 1,21-242,2000,11.0,28,14,17,8,3,12,24,50.0,12,169,50,29.6,83,67,19,22,3,0,19,29,57,31,1,Matches
251,Mads Bidstrup\407db0d5,dk DEN,MF,Brentford,eng Premier League,20-276,2001,0.3,4,2,2,2,0,0,2,0.0,2,12,6,50.0,7,5,0,1,0,0,1,1,5,2,0,Matches
252,Pedro Bigas\697295b1,es ESP,DF,Elche,es La Liga,31-074,1990,8.1,15,13,12,2,1,5,11,45.5,6,72,26,36.1,50,18,4,13,10,0,3,12,27,40,1,Matches
253,El Bilal Touré\47c609d5,ml MLI,FW,Reims,fr Ligue 1,20-056,2001,6.2,11,6,2,6,3,2,5,40.0,3,99,25,25.3,17,53,29,10,2,0,8,5,16,9,0,Matches
254,Jean-Claude Billong\a3e1d20d,cm CMR,DF,Clermont Foot,fr Ligue 1,27-335,1993,2.7,4,3,4,0,0,1,2,50.0,1,23,11,47.8,16,5,2,6,1,0,5,7,11,13,0,Matches
255,Luis Binks\36e88fbc,eng ENG,DFMF,Bologna,it Serie A,20-087,2001,1.7,4,0,4,0,0,2,2,100.0,0,11,4,36.4,10,1,0,6,4,0,2,4,8,8,0,Matches
256,Cristiano Biraghi\9e1577aa,it ITA,DF,Fiorentina,it Serie A,29-088,1992,13.3,14,6,7,4,3,8,23,34.8,15,136,42,30.9,44,63,29,21,3,0,18,9,23,12,1,Matches
257,Davide Biraschi\64cd167d,it ITA,DF,Genoa,it Serie A,27-149,1994,6.8,23,13,14,6,3,12,17,70.6,5,98,40,40.8,50,38,10,16,5,0,11,13,36,19,0,Matches
258,Yves Bissouma\6c203af0,ml MLI,MF,Brighton,eng Premier League,25-090,1996,8.5,34,23,19,12,3,9,10,90.0,1,148,60,40.5,56,76,16,12,0,0,12,16,50,12,0,Matches
259,Nathan Bitu Mazala\0f697e02,fr FRA,DF,Paris S-G,fr Ligue 1,18-353,2002,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,1,0,0,1,0,0,0,0,Matches
260,Marco Bizot\3d214e5f,nl NED,GK,Brest,fr Ligue 1,30-263,1991,14.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,1,1,0,0,Matches
261,Blanco\506daeac,es ESP,MF,Real Madrid,es La Liga,21-128,2000,0.3,0,0,0,0,0,0,1,0.0,1,9,2,22.2,6,3,0,1,1,0,0,2,2,1,1,Matches
262,Ludovic Blas\6191093d,fr FRA,MFFW,Nantes,fr Ligue 1,23-332,1997,13.6,16,14,3,10,3,4,9,44.4,5,214,64,29.9,30,110,74,9,1,0,8,20,36,5,1,Matches
263,Danny Blum\eb61713c,de GER,FW,Bochum,de Bundesliga,30-325,1991,2.2,0,0,0,0,0,0,1,0.0,1,29,9,31.0,1,13,15,0,0,0,0,4,4,1,0,Matches
